epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,13743.21,1.16361,0.62949,1.07575,0.97385,0.95987,0.98065,0.70142,1.04831,0.48186,0.96765,0.002179,0.002179,0.002179
81,14020.98,1.15105,0.62638,1.07282,0.97361,0.95987,0.98066,0.70363,1.04603,0.48,0.96654,0.00208,0.00208,0.00208
82,14298.76,1.13768,0.61275,1.06563,0.97384,0.95987,0.98071,0.70328,1.04391,0.47813,0.9655,0.001981,0.001981,0.001981
83,14578.65,1.14319,0.61461,1.06576,0.97337,0.95987,0.98077,0.70274,1.04258,0.47735,0.96488,0.001882,0.001882,0.001882
84,14856.43,1.13057,0.60417,1.0625,0.97362,0.95987,0.98061,0.70284,1.04116,0.47648,0.96367,0.001783,0.001783,0.001783
85,15134.21,1.12924,0.59931,1.05952,0.97441,0.9615,0.98069,0.7039,1.03925,0.47536,0.96234,0.001684,0.001684,0.001684
86,15413.76,1.12757,0.60399,1.06087,0.97441,0.96151,0.98071,0.70355,1.03779,0.47439,0.96146,0.001585,0.001585,0.001585
87,15691.54,1.12507,0.60055,1.05394,0.97441,0.96181,0.98079,0.70366,1.03669,0.47254,0.96049,0.001486,0.001486,0.001486
88,15972.32,1.11734,0.59418,1.0502,0.97442,0.96218,0.98077,0.70476,1.03299,0.47296,0.95928,0.001387,0.001387,0.001387
89,16251.87,1.11059,0.59224,1.05001,0.97443,0.96289,0.98078,0.70496,1.03172,0.47086,0.95834,0.001288,0.001288,0.001288
90,16529.65,1.11126,0.58673,1.05274,0.97443,0.96313,0.98072,0.70629,1.02923,0.47061,0.95728,0.001189,0.001189,0.001189
91,16836.65,1.11792,0.49689,1.01265,0.97491,0.95987,0.98074,0.70842,1.0284,0.46968,0.95638,0.00109,0.00109,0.00109
92,17112.65,1.10517,0.48569,1.00741,0.97519,0.95987,0.98077,0.70998,1.02741,0.46822,0.95567,0.000991,0.000991,0.000991
93,17388.87,1.10114,0.48041,1.00548,0.97626,0.95987,0.98077,0.71015,1.0251,0.46644,0.95438,0.000892,0.000892,0.000892
94,17664.32,1.09015,0.47522,1.00298,0.9769,0.96131,0.98082,0.71073,1.02286,0.46605,0.95337,0.000793,0.000793,0.000793
95,523.654,1.09989,0.57709,1.05714,0.9769,0.96134,0.98082,0.71094,1.02278,0.4657,0.9531,0.000694,0.000694,0.000694
96,1057.5,1.10179,0.57834,1.05209,0.9769,0.96158,0.98084,0.71108,1.02208,0.46565,0.95264,0.000595,0.000595,0.000595
97,1558.16,1.09549,0.57022,1.0499,0.9769,0.96177,0.98085,0.71098,1.02135,0.46453,0.95225,0.000496,0.000496,0.000496
98,2039.04,1.099,0.57498,1.0494,0.97691,0.96191,0.98087,0.71105,1.02074,0.46471,0.95214,0.000397,0.000397,0.000397
99,2328.55,1.09238,0.57035,1.05004,0.97194,0.96261,0.98101,0.71069,1.02046,0.464,0.95161,0.000298,0.000298,0.000298
100,2610.37,1.08965,0.56853,1.04185,0.97199,0.96532,0.98099,0.71029,1.01966,0.46274,0.95093,0.000199,0.000199,0.000199
